address_id,country,city,zip_code,street,building_number
1897,Australia,Bonillaton,56205,Doyle Inlet,22162
1898,Martinique,Mayershire,45979,Maria Terrace,118
1899,Sri Lanka,Lake Christopherville,02289,Day Lodge,23075
1900,Jordan,Blairshire,25900,Sean Locks,1322
1901,Guyana,Sonyabury,69652,Mills Rest,8921
1902,Netherlands,Port Ricardomouth,32425,Traci Trafficway,975
1903,Fiji,Olivertown,83483,Ashley Underpass,490
1904,Greenland,Port Jill,98337,Reed Road,36066
1905,French Guiana,North Robert,55920,Walker Grove,73723
1906,Turkmenistan,Chambersville,96336,Harvey Canyon,9374
1907,Jordan,East Laurieville,33760,Wesley Parkways,002
1908,Afghanistan,Morrisberg,58249,Howard Lodge,95551
1909,Russian Federation,Vargasside,80307,James Corners,8947
1910,Malta,Hendrixland,03676,Haynes Fort,286
1911,Western Sahara,New Sarah,45628,Johnson Groves,0085
1912,Argentina,Weaverberg,42279,Nicholas Alley,2211
1913,Lithuania,South Albertfurt,04553,Sandra Crossing,27337
1914,Uzbekistan,Burnsburgh,65972,Mariah Mountain,96493
1915,Eritrea,Brandtmouth,69489,Tiffany Harbors,7497
1916,Saudi Arabia,Port Stephanie,85382,Rodriguez Trafficway,7558
1917,Cook Islands,Wallberg,48306,Tonya Forges,794
1918,Bolivia,Davidport,29858,Smith Vista,83524
1919,Saint Martin,Port Thomasfurt,00552,Tim Stravenue,44156
1920,United States Virgin Islands,Kathrynberg,69384,Jones Field,744
1921,Mali,Port Anthonyshire,01518,Parks Estate,34667
1922,Mozambique,New Kathleenstad,20018,Nielsen Ports,8769
1923,Haiti,Johnchester,19072,Evans Divide,2392
1924,Gabon,Michelleport,98800,Danielle Fields,648
1925,Italy,Donovanport,33140,Wallace Springs,047
1926,Lao People's Democratic Republic,Jonathanchester,33728,Flynn Cliffs,5819
1927,Ireland,Carlborough,92108,Meyers Village,989
1928,Brunei Darussalam,Hansonland,19837,Frank Roads,07377
1929,Equatorial Guinea,Port Cody,14440,Gina Mill,36060
1930,Saint Vincent and the Grenadines,Davidsonmouth,10769,Lisa Curve,03165
1931,Rwanda,South Christopherbury,14052,Jones Flat,747
1932,Bosnia and Herzegovina,Ashleyburgh,97813,Kim Station,833
1933,French Polynesia,North Keithtown,41391,Angela Curve,423
1934,Norfolk Island,Romeroshire,07668,Whitney Light,5395
1935,Iraq,Keithport,42017,Ward Locks,45949
1936,Senegal,Lake Allisonchester,14359,Eric Coves,88485
1937,Norfolk Island,Donaldland,95871,Reyes Parks,7581
1938,Falkland Islands (Malvinas),Coxville,61479,Nicole Ridge,8064
1939,Suriname,East Timothyport,64523,Rhonda Mission,3411
1940,Bhutan,Lake Stephanie,29349,Steven Camp,8267
1941,Tokelau,Gabrielland,22175,Johnathan Viaduct,276
1942,Liechtenstein,Chaseside,70934,George Prairie,4044
1943,Honduras,Port Michaelland,58996,Stacey Turnpike,167
1944,Suriname,South Jeffrey,64510,Jones Stream,2631
1945,Saudi Arabia,South Elizabeth,28252,Angela Pike,5850
1946,Eritrea,North Amy,70052,Daniel Island,259
1947,Czech Republic,New Jamesside,85702,Knox Village,932
1948,Greece,East Brookemouth,39805,Jesse Row,914
1949,Benin,North Karenside,94042,Gregory Springs,9817
1950,Luxembourg,Heidiburgh,83082,Gabriela Mews,470
1951,Kazakhstan,Chavezfurt,04221,Antonio Canyon,85028
1952,Lithuania,Merrittland,47795,Larry Knoll,331
1953,Belarus,Matthewmouth,06775,Eric Rue,367
1954,French Polynesia,Huffmouth,40145,Gary Club,85984
1955,Albania,Richardside,45948,Sandra Glens,897
1956,Cocos (Keeling) Islands,Fordberg,28872,Kimberly Turnpike,20148
1957,Antigua and Barbuda,West Kimberlychester,45062,Evan Harbor,3626
1958,Ireland,Mccarthyton,13475,Dennis Lane,9777
1959,Taiwan,South Bonnie,67817,Rivera Streets,30063
1960,Saudi Arabia,North Briannatown,99697,Katie Hill,63641
1961,Spain,North Katherine,87892,Garrett Prairie,68431
1962,Libyan Arab Jamahiriya,East Katie,46354,Macdonald Cape,453
1963,Svalbard & Jan Mayen Islands,Coxstad,50211,Todd Road,49535
1964,Argentina,New Mary,82945,Fuller Springs,209
1965,Czech Republic,Fernandezland,17951,Adrienne Alley,6486
1966,Estonia,Patrickside,32333,Clark Meadows,469
1967,Guadeloupe,North Melissa,41410,Miranda Corners,1523
1968,Vanuatu,South Ericborough,63567,Baker Hill,900
1969,Tajikistan,Port Jacobfurt,96453,Caldwell Place,45830
1970,Chad,Lake Karen,47566,Danielle Freeway,4274
1971,Uzbekistan,Fernandezberg,62915,Dawn Stravenue,43416
1972,Ukraine,Stephenton,10493,Graves Divide,8344
1973,France,Jacquelineland,26816,Miles Plaza,40182
1974,Denmark,Saramouth,70979,Silva Cove,79890
1975,Timor-Leste,North Amanda,72840,Beard Inlet,561
1976,Nepal,Jenkinsfurt,37263,Michael Glen,422
1977,Ireland,New Renee,31342,Roach Hill,09289
1978,Algeria,Lake Isaiahborough,87281,Smith Fort,1469
1979,Saint Helena,East Laurenhaven,72689,Michael Summit,72683
1980,Honduras,Schneiderchester,68103,Gregory Mountain,7495
1981,Maldives,South Julianberg,53825,Nicole Oval,6398
1982,Lesotho,Lake Josephchester,57831,Kenneth Gateway,38331
1983,Spain,Grantchester,07300,Lowe Green,75398
1984,Grenada,Jacquelineport,62906,Timothy Key,760
1985,Guatemala,South Anaview,57099,Hughes Hill,867
1986,Christmas Island,West Kelly,06894,Jasmine Bridge,279
1987,Martinique,Moodychester,92493,Jason Turnpike,4767
1988,Anguilla,Palmerchester,64728,Robert Island,632
1989,Micronesia,Ellismouth,10757,Armstrong Station,6119
1990,Germany,Kellybury,70551,Sanchez Club,0850
1991,Cook Islands,Kellerhaven,91957,Wheeler Fork,2471
1992,Azerbaijan,West Annaton,15907,Schneider Mountains,421
1993,Russian Federation,Lake Christopher,25604,Wong Gateway,9117
1994,Korea,Michaelbury,80089,Jessica Plains,634
1995,Cook Islands,Justinshire,27434,James Trail,848
1996,Mali,Wilsonstad,08854,Maria Stravenue,76690
1997,Cape Verde,North Janeborough,47976,Weaver Park,213
1998,Argentina,Davidsonton,81004,Henderson Spur,410
1999,Western Sahara,Garymouth,39628,Michael Course,94926
2000,Cuba,South Jasonville,09347,Brandon Turnpike,314
2001,Jordan,West Andrewchester,98079,Harris Ports,68458
2002,Italy,New Diane,19447,Jenkins Canyon,3423
2003,Fiji,Barbaraton,41232,Jessica Mews,04544
2004,Liechtenstein,Andrewbury,23806,Garcia Land,35684
2005,Svalbard & Jan Mayen Islands,Patriciaside,86497,James Wall,1885
2006,Macao,Moorefurt,01740,David Hills,2031
2007,El Salvador,East Judy,64766,Heath Meadows,80985
2008,Isle of Man,Crosshaven,36054,Carpenter Road,18198
2009,Bermuda,Smithside,78122,Murphy Lodge,0660
2010,Jamaica,West Jennifertown,63340,James Plains,09444
2011,Cayman Islands,Pattonview,20679,Wright Junctions,2215
2012,Australia,Brianfort,14721,Eric Turnpike,579
2013,Libyan Arab Jamahiriya,Lake Briannaside,98851,Clark Roads,8935
2014,Nauru,Lake Rebeccamouth,55213,Rodriguez Drive,310
2015,Peru,New John,28623,Cole Lights,524
2016,Tokelau,Lake Crystal,53130,Cody Neck,892
2017,Syrian Arab Republic,West Anthonyport,25678,Harris Knolls,7432
2018,Haiti,Ericland,46911,Dean Valleys,542
2019,Norfolk Island,Ebonyfort,17407,Nicole Union,4692
2020,Albania,Woodmouth,73361,Robles Village,97776
2021,Lithuania,North Roy,49271,Hughes Stravenue,974
2022,Dominica,New Evelynhaven,55336,Joseph Union,830
2023,Bahamas,Thorntonchester,34244,Angela Ranch,4060
2024,Tuvalu,Kimberlyport,73129,Shelly Rapid,0544
2025,San Marino,Port Joshua,76116,Nancy Branch,20282
2026,Finland,Lambertburgh,70408,Francis Street,6197
2027,Tunisia,Myersfort,25573,Shawn Summit,36385
2028,French Guiana,Garyport,55525,Charles Plain,275
2029,Ethiopia,New Patriciamouth,08630,Megan Isle,63689
2030,Ireland,New Kathleen,11691,Rebecca Rest,6412
2031,French Guiana,Michaelfort,45814,Jensen Forge,74729
2032,Bouvet Island (Bouvetoya),West Katherinehaven,76171,Billy Centers,3758
2033,Puerto Rico,New Jasonville,66834,Johnson Common,950
2034,Micronesia,Yangfort,30240,Russell Crest,2787
2035,Latvia,North Lisa,62901,Myers Vista,54810
2036,Finland,Lake James,85585,Dudley Cove,03954
2037,Iraq,Port Terriburgh,71118,Robinson Street,3942
2038,Montserrat,Owenland,12212,Ashley Crest,0574
2039,United States Virgin Islands,North Thomas,74930,Ross Port,3113
2040,China,Boothburgh,39752,Craig Island,057
2041,Morocco,Sanchezshire,93986,Brett Expressway,34057
2042,Cook Islands,South Carmen,05156,David Glens,611
2043,Timor-Leste,West Karen,34085,Jessica Corners,88381
2044,French Southern Territories,Amandaland,18941,Castaneda Parkway,7676
2045,Armenia,North Tomville,77689,French Islands,05509
2046,Myanmar,Johnsonburgh,13427,Gilmore Mountains,319
2047,Chad,Davidville,19670,Hughes Stream,7372
2048,Comoros,East Elizabeth,88545,Jonathan Pike,27364
2049,Palau,Port Eric,24404,Anderson Gardens,1994
2050,Bahamas,Cruzside,88829,Nathaniel Crescent,2446
